Title	Reading time (min)	Author	Last Name	Name	Country	Genre	Birth Year	Death Year	Linked Authors	Categories
El maestro	1.105	Oscar	Wilde	Wilde, Oscar	Ireland	Romanticism	1854.0	1900.0	Arthur Conan Doyle,Bram Stoker,Charles Dickens,Dante Gabriel Rossetti,Luis Antonio de Villena,Mark Twain,Stéphane Mallarmé,Théophile Gautier,William Shakespeare	Aforistas,Alumnado del Magdalen College (Oxford),Alumnado del Trinity College (Dublín),Anarquistas de Irlanda,Conversos al catolicismo desde el anglicanismo,Cuentistas de Irlanda,Cuentistas del Reino Unido del siglo XIX,Dramaturgos de Irlanda del siglo XIX,Dramaturgos del Reino Unido del siglo XIX,Ensayistas de Irlanda,Escritores LGBT de Irlanda,Escritores de literatura fantástica de Irlanda,Escritores de literatura infantil de Irlanda,Escritores de terror de Irlanda,Escritores en francés del siglo XIX,Escritores en inglés del siglo XIX,Escritores gais,Exiliados británicos,Fallecidos en 1900,Fallecidos en París,Fallecidos por meningitis,Familia Wilde,Historia LGBT de Reino Unido,Hombres,Masones de Irlanda,Nacidos en 1854,Nacidos en Dublín,Novelistas de Irlanda del siglo XIX,Novelistas victorianos,Pacifistas,Periodistas de Irlanda,Personas de Dublín,Personas homosexuales de Irlanda,Personas procesadas por leyes antihomosexualidad,Poetas de Irlanda del siglo XIX,Poetas del Simbolismo,Poetas victorianos,Satíricos de Irlanda,Sepultados en el cementerio del Père-Lachaise
No confundirse	4.41	Unknown	Villiers de L'Isle Adam	Villiers de L'Isle Adam	France	Unknown	1838.0	1889.0	Unknown	Unknown
Orfandad	2.355	Inés	Arredondo	Arredondo, Inés	Mexico	Unknown	1928.0	1989.0	Amparo Dávila,Elena Garro,Jaime Sabines,Juan José Arreola,Juan Rulfo,Rosario Castellanos,Rubén Bonifaz Nuno,Tomás Segovia	Fallecidos en 1989,Inés Arredondo,Mujeres,Nacidos en 1928
Todo está bien	0.585	Unknown	Voltaire	Voltaire	France	Unknown	1694.0	1778.0	Unknown	Unknown
El hombre que toca la flauta celestial	3.655	Unknown	Anónimo	Anónimo	China	Unknown	0.0	0.0	Unknown	Unknown
Las cuitas del joven Werther	1.37	Slawomir	Mrozek	Mrozek, Slawomir	Poland	Unknown	1930.0	2013.0	Sergio Pitol	Caballeros de la Legión de Honor,Cuentistas de Polonia,Dibujantes de Polonia,Doctores honoris causa por la Universidad de Cracovia,Dramaturgos de Polonia,Escritores de Polonia del siglo XX,Escritores en polaco,Fallecidos en 2013,Fallecidos en Niza,Historietistas de Polonia,Hombres,Nacidos en 1930,Nacidos en el voivodato de Pequena Polonia
El voto de Rosina	6.92	Emilia	Pardo Bazán	Pardo Bazán, Emilia	Unknown	Romanticism	1851.0	1921.0	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibánez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	Académicos numerarios de la Real Academia Gallega,Aliadófilos en Espana durante la Primera Guerra Mundial,Antidarwinismo en Espana,Antisemitismo en Espana,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de Espana,Creacionistas,Críticos de teatro de Espana,Críticos literarios de Espana del siglo XIX,Críticos literarios de Espana del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de Espana,Escritoras feministas de Espana,Escritores católicos de Espana,Escritores costumbristas de Espana,Escritores de Espana del Realismo,Escritores de Espana del siglo XIX,Escritores de Espana del siglo XX,Escritores de la provincia de La Coruna,Escritores en espanol,Escritores sobre el carlismo,Espanolas del siglo XIX,Espanolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de Espana,Historia de las mujeres en Espana,Literatos carlistas,Mujeres,Mujeres novelistas de Espana,Nacidos en 1851,Nacidos en La Coruna,Novelistas de Espana del siglo XIX,Novelistas de Espana del siglo XX,Novelistas de Galicia,Racismo en Espana,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José
¿Para qué adular?	0.38	Unknown	Anónimo	Anónimo	China	Unknown	0.0	0.0	Unknown	Unknown
Argumentos anotados por Nathaniel Hawthorne	1.185	Nathaniel	Hawthorne	Hawthorne, Nathaniel	United States	Romanticism	1804.0	1864.0	Edgar Allan Poe,Henry James,Herman Melville,Jorge Luis Borges,Octavio Paz,William Faulkner	Cuentistas de Estados Unidos,Escritores de Estados Unidos del siglo XIX,Escritores de terror de Estados Unidos,Escritores del siglo XIX,Escritores en inglés del siglo XIX,Escritores modernos de ficción relacionada con la mitología griega,Fallecidos en 1864,Fallecidos en Nuevo Hampshire,Hombres,Nacidos en 1804,Nacidos en Salem (Massachusetts),Nathaniel Hawthorne,Novelistas de Estados Unidos,Novelistas del siglo XIX
La traída de aguas	5.83	E. L.	Doctorow	Doctorow, E. L.	United States	Historical	1931.0	2015.0	Unknown	Doctores honorarios por la Universidad Brandeis,Doctores honorarios por la Universidad Northwestern,Escritores de Estados Unidos del siglo XX,Escritores de Estados Unidos del siglo XXI,Escritores judíos,Fallecidos en 2015,Fallecidos por cáncer de pulmón en Nueva York (estado),Ganadores del Premio Nacional del Libro,Hombres,Medalla Nacional de Humanidades,Miembros de la Academia Estadounidense de las Artes y las Letras,Nacidos en 1931,Novelistas de Estados Unidos,Profesores de Estados Unidos
El liberado viviente y el buscador	0.93	Unknown	Anónimo	Anónimo	India	Unknown	0.0	0.0	Unknown	Unknown
El fin del mundo	5.56	Dino	Buzzati	Buzzati, Dino	Italy	Unknown	1906.0	1972.0	Albert Camus,Jean-Paul Sartre,Thomas Mann	Cuentistas de Italia,Escritores de Italia del siglo XX,Escritores de literatura infantil de Italia,Escritores en italiano,Fallecidos en 1972,Fallecidos en Milán,Fallecidos por cáncer de páncreas en Italia,Ganadores del Premio Napoli,Ganadores del Premio Strega,Hombres,Libretistas de ópera de Italia,Nacidos en 1906,Nacidos en Belluno,Novelistas de Italia del siglo XX
La ametralladora	0.045	Ramón	Gómez de la Serna	Gómez de la Serna, Ramón	Unknown	Romanticism	1888.0	1963.0	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núnez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	Alumnado de las Escuelas Pías,Biógrafos de Espana del siglo XX,Ensayistas de Argentina,Ensayistas de Espana del siglo XX,Escritores costumbristas de Espana,Escritores de Argentina del siglo XX,Escritores de Espana del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en espanol del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de Espana del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrilenos,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de Espana del siglo XX,Periodistas de Espana del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo
Heroína	0.255	Mark	Twain	Twain, Mark	United States	Romanticism	1835.0	1910.0	Bret Harte,Ernest Hemingway,Herman Melville,Robert Louis Stevenson,William Faulkner	Autobiógrafos de Estados Unidos,Autores modernos de ficción de la materia de Bretana,Críticos de las religiones,Críticos del mormonismo,Cuentistas de Estados Unidos,Deístas,Doctores honoris causa por la Universidad de Oxford,Ensayistas de Estados Unidos,Escritores con seudónimo,Escritores de Estados Unidos del siglo XIX,Escritores de Estados Unidos del siglo XX,Escritores de aventuras,Escritores de literatura humorística,Escritores sobre viajes del siglo XIX,Escritores sobre viajes del siglo XX,Escuela de Sagebrush,Fallecidos en 1910,Fallecidos en Connecticut,Fallecidos por infarto agudo de miocardio,Graduados honorarios de la Universidad Yale,Hombres,Mark Twain,Masones de Estados Unidos,Miembros de la Academia Estadounidense de las Artes y las Letras,Nacidos en 1835,Novelistas de Estados Unidos,Novelistas del siglo XIX,Novelistas del siglo XX,Personas de Misuri,Presbiterianos de Estados Unidos,Satíricos de Estados Unidos
A imagen y semejanza	4.58	Mario	Benedetti	Benedetti, Mario	Uruguay	Romanticism	1920.0	2009.0	Gabriela Mistral,José Saramago,Pablo Neruda,Rubén Darío	Fallecidos en 2009,Hombres,Mario Benedetti,Nacidos en 1920
Un hombre práctico	4.725	Manuel	Romero de Terreros	Romero de Terreros, Manuel	Mexico	Historical	1880.0	1968.0	Unknown	Caballeros de la Orden de Malta,Caballeros de la Orden del Santo Sepulcro de Jerusalén,Escritores de la Ciudad de México,Fallecidos en 1968,Fallecidos en Ciudad de México,Historiadores de México,Hombres,Miembros de la Academia Mexicana de la Historia,Miembros de la Academia Mexicana de la Lengua,Nacidos en 1880,Nacidos en Ciudad de México
Deseo y posesión	5.585	Alexandre (padre)	Dumas	Dumas, Alexandre (padre)	France	Unknown	1802.0	1870.0	Unknown	Unknown
El mono científico	5.305	Robert Louis	Stevenson	Stevenson, Robert Louis	Scotland	Romanticism	1850.0	1894.0	Adolfo Bioy Casares,François Villon,Graham Greene,Henry James,Herman Melville,Jorge Luis Borges,Joseph Conrad,Mark Twain,Victor Hugo,Virginia Woolf,Walter Scott	Alumnado de la Universidad de Edimburgo,Ateos del Reino Unido,Cuentistas de Escocia,Cuentistas del Reino Unido del siglo XIX,Escritores de Escocia del siglo XIX,Escritores de Samoa,Escritores de aventuras,Escritores de literatura infantil de Escocia,Escritores de novelas históricas de Escocia,Escritores de terror de Escocia,Escritores en escocés,Escritores en inglés,Escritores en inglés del siglo XIX,Fabulistas,Fallecidos en 1894,Fallecidos por hemorragia cerebral,Hombres,Nacidos en 1850,Nacidos en Edimburgo,Novelistas de Escocia del siglo XIX,Poetas de Escocia del siglo XIX,Presbiterianos del Reino Unido,Robert Louis Stevenson
Si te empenas	0.475	Álvaro	Mutis	Mutis, Álvaro	Colombia	Unknown	1923.0	2013.0	Carlos Fuentes,Eduardo Carranza,Octavio Paz	Emigrantes colombianos hacia México,Escritores en espanol,Fallecidos en 2013,Fallecidos en Ciudad de México,Familia Mutis,Galardonados con el Premio Princesa de Asturias de las Letras,Ganadores del Premio Cervantes,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Nacidos en 1923,Nacidos en Bogotá,Novelistas de Colombia,Orden del Águila Azteca,Poetas de Colombia,Premio Xavier Villaurrutia
El alción	0.595	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
La misa de las ánimas	3.95	Unknown	Anónimo	Anónimo	Unknown	Unknown	0.0	0.0	Unknown	Unknown
El algarrobo	3.195	Juan	Bosch	Bosch, Juan	Dominican Republic	Unknown	1909.0	2001.0	Gabriel García Márquez,José Martí	Autodidactas,Cuentistas de República Dominicana,Educadores de República Dominicana,Ensayistas de República Dominicana,Escritores en espanol del siglo XX,Exiliados dominicanos en Cuba,Fallecidos en 2001,Gobernantes que fueron derrocados por un golpe de Estado,Grandes oficiales de la Legión de Honor,Hispanistas por país,Historiadores de República Dominicana,Hombres,Nacidos en 1909,Nacidos en la provincia La Vega,Novelistas de República Dominicana,Orden José Martí,Orden al Mérito de Duarte, Sánchez y Mella,Políticos de República Dominicana,Políticos del Partido de la Liberación Dominicana,Presidentes de República Dominicana,Profesores de República Dominicana
Confusión ontológica	0.365	Unknown	Anónimo	Anónimo	Arabia	Unknown	0.0	0.0	Unknown	Unknown
Sabor a mí	0.205	Alfonso	Reyes	Reyes, Alfonso	Mexico	Unknown	1889.0	1959.0	Unknown	Unknown
El buey y la becerra	0.395	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
El zorro es más sabio	1.12	Augusto	Monterroso	Monterroso, Augusto	Guatemala	Unknown	1921.0	2003.0	Unknown	Aforistas,Augusto Monterroso,Cuentistas de Guatemala,Emigrantes guatemaltecos hacia México,Ensayistas de Guatemala,Escritores de Guatemala,Escritores en espanol del siglo XX,Fabulistas,Fallecidos en 2003,Fallecidos en Ciudad de México,Galardonados con el Premio Princesa de Asturias de las Letras,Ganadores del Premio Nacional de Literatura de Guatemala,Hombres,Microrrelatistas,Nacidos en 1920,Nacidos en Tegucigalpa,Nacionalizados de Guatemala,Premio Xavier Villaurrutia
El ser bajo la luz de la luna	3.815	H. P.	Lovecraft	Lovecraft, H. P.	United States	Romanticism	1890.0	1937.0	Algernon Blackwood,Arthur Machen,Bram Stoker,Clark Ashton Smith,Edgar Allan Poe,Jorge Luis Borges,Lord Dunsany,Ray Bradbury,Robert Bloch	Agnósticos de Estados Unidos,Ateos de Estados Unidos,Columnistas de Estados Unidos,Escritores de Estados Unidos,Escritores de terror,Escritores del siglo XX,Fallecidos en 1937,Fallecidos en Providence (Rhode Island),H. P. Lovecraft,Hombres,Mitos de Cthulhu,Nacidos en 1890
El hombre ecuánime	1.385	Unknown	Anónimo	Anónimo	India	Unknown	0.0	0.0	Unknown	Unknown
Los brahmanes y el león	1.56	Unknown	Anónimo	Anónimo	India	Unknown	0.0	0.0	Unknown	Unknown
Consuelos	6.645	Emilia	Pardo Bazán	Pardo Bazán, Emilia	Unknown	Romanticism	1851.0	1921.0	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibánez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	Académicos numerarios de la Real Academia Gallega,Aliadófilos en Espana durante la Primera Guerra Mundial,Antidarwinismo en Espana,Antisemitismo en Espana,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de Espana,Creacionistas,Críticos de teatro de Espana,Críticos literarios de Espana del siglo XIX,Críticos literarios de Espana del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de Espana,Escritoras feministas de Espana,Escritores católicos de Espana,Escritores costumbristas de Espana,Escritores de Espana del Realismo,Escritores de Espana del siglo XIX,Escritores de Espana del siglo XX,Escritores de la provincia de La Coruna,Escritores en espanol,Escritores sobre el carlismo,Espanolas del siglo XIX,Espanolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de Espana,Historia de las mujeres en Espana,Literatos carlistas,Mujeres,Mujeres novelistas de Espana,Nacidos en 1851,Nacidos en La Coruna,Novelistas de Espana del siglo XIX,Novelistas de Espana del siglo XX,Novelistas de Galicia,Racismo en Espana,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José
La serpiente	2.46	Marqués de	Sade	Sade, Marqués de	France	Romanticism	1740.0	1814.0	André Breton,Antonin Artaud,Arthur Rimbaud,Charles Baudelaire,Daniel Defoe,Dante Alighieri,Giovanni Boccaccio,Guillaume Apollinaire,Gustave Flaubert,Jean de La Fontaine,John Milton,Lord Byron,Michel de Montaigne,Miguel de Cervantes,Octavio Paz,Pier Paolo Pasolini	Anticlericales,Antinatalistas,Ateos de Francia,Autores BDSM,Bisexuales de Francia,Criminales de Francia,Críticos de las religiones,Críticos del cristianismo,Dramaturgos de Francia del siglo XVIII,Escritores bisexuales,Escritores de París,Escritores eróticos,Fallecidos en 1814,Filósofos de Francia del siglo XVIII,Hombres,Marqueses de Francia,Marqués de Sade,Nacidos en 1740,Nacidos en París,Novelistas de Francia del siglo XVIII,Personas LGBT de Francia,Personas LGBT del siglo XVIII,Personas de la Revolución francesa,Personas del Primer Imperio Francés,Personas procesadas por leyes antihomosexualidad,Políticos de Francia del siglo XVIII,Prisioneros de la Bastilla,Republicanos de Francia
De instante en instante	0.635	Unknown	Anónimo	Anónimo	India	Unknown	0.0	0.0	Unknown	Unknown
El alcalde de Orbajosa	4.22	Miguel de	Unamuno	Unamuno, Miguel de	Unknown	Romanticism	1864.0	1936.0	Antonio Machado,Federico García Lorca,Fernando Pessoa,Jon Juaristi,José Ortega y Gasset,José Rafael Pocaterra,Juan Ramón Jiménez,Juan Valera,Pedro Emilio Coll,Pío Baroja,Rainer Maria Rilke,Ramón Gómez de la Serna,Rubén Darío,Ángel Ganivet	Académicos de la Real Academia Espanola,Agnósticos de Espana,Aliadófilos en Espana durante la Primera Guerra Mundial,Alumnado de la Universidad Central de Madrid,Antifascistas de Espana,Ateneístas,Candidatos al Premio Nobel de Literatura,Catedráticos de la Universidad de Salamanca,Cervantistas,Diputados de la I legislatura de la Segunda República Espanola,Diputados por la circunscripción electoral de Salamanca durante la Segunda República,Doctores honoris causa por la Universidad de Salamanca,Dramaturgos de Espana del siglo XIX,Dramaturgos de Espana del siglo XX,Dramaturgos del País Vasco,Epistológrafos,Escritores de Bilbao,Escritores de Espana de la generación del 98,Escritores de Espana del siglo XIX,Escritores de Espana del siglo XX,Escritores en espanol del siglo XIX,Escritores en espanol del siglo XX,Escritores sobre el carlismo,Fallecidos en 1936,Fallecidos en Salamanca,Filósofos católicos,Filósofos de Espana del siglo XIX,Filósofos de Espana del siglo XX,Filósofos de la religión,Filósofos del País Vasco,Generación del 98,Helenistas de Espana del siglo XX,Hijos adoptivos de Salamanca,Hombres,Iberistas,Index Librorum Prohibitorum,Miguel de Unamuno,Nacidos en 1864,Nacidos en Bilbao,Poetas de Espana del siglo XIX,Poetas de Espana del siglo XX,Rectores de la Universidad de Salamanca,Republicanos de Espana,Residentes,Víctimas de la represión durante la dictadura franquista
Eugenesia	0.23	Unknown	Anónimo	Anónimo	Unknown	Unknown	0.0	0.0	Unknown	Unknown
Redención	5.18	José Rafael	Pocaterra	Pocaterra, José Rafael	Venezuela	Environmental	1889.0	1955.0	Miguel de Unamuno,Rómulo Gallegos,Teresa de la Parra	Diplomáticos de Venezuela,Embajadores de Venezuela en Brasil,Embajadores de Venezuela en Estados Unidos,Embajadores de Venezuela en el Reino Unido,Embajadores de Venezuela en la Unión Soviética,Escritores de Venezuela del siglo XX,Fallecidos en 1955,Gobernadores de Carabobo,Hombres,Ministros de Trabajo de Venezuela,Ministros durante la presidencia de Eleazar López Contreras,Nacidos en 1889,Periodistas de Venezuela,Prisioneros políticos durante la dictadura de Juan Vicente Gómez,Torturados de Venezuela,Valencianos (Venezuela)
Estampas primaverales	5.71	Katherine	Mansfield	Mansfield, Katherine	New Zealand	Modernism	1888.0	1923.0	Virginia Woolf	Bisexuales de Nueva Zelanda,Círculo de Bloomsbury,Diaristas,Escritoras de Nueva Zelanda,Escritores LGBT de Nueva Zelanda,Escritores bisexuales,Escritores de Nueva Zelanda del siglo XX,Escritores en inglés,Fallecidos en 1923,Fallecidos en Fontainebleau,Mujeres,Nacidos en 1888,Nacidos en Wellington
Verdadera falsa muerte de Calígula	0.37	Ramón	Gómez de la Serna	Gómez de la Serna, Ramón	Unknown	Romanticism	1888.0	1963.0	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núnez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	Alumnado de las Escuelas Pías,Biógrafos de Espana del siglo XX,Ensayistas de Argentina,Ensayistas de Espana del siglo XX,Escritores costumbristas de Espana,Escritores de Argentina del siglo XX,Escritores de Espana del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en espanol del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de Espana del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrilenos,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de Espana del siglo XX,Periodistas de Espana del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo
Pesca de sirenas	0.29	Marco	Denevi	Denevi, Marco	Argentina	Unknown	1922.0	1998.0	Unknown	Alumnado del Colegio Nacional de Buenos Aires,Cuentistas de Argentina,Diplomas al mérito Konex,Dramaturgos de Argentina,Escritores en espanol del siglo XX,Fallecidos en 1998,Hombres,Microrrelatistas,Nacidos en 1920,Novelistas de Argentina,Periodistas de Argentina,Personas de Sáenz Pena (Buenos Aires),Sepultados en el cementerio de la Recoleta
Vendo zapatos	0.035	Ernest	Hemingway	Hemingway, Ernest	United States	Romanticism	1899.0	1961.0	Carl Sandburg,Ezra Pound,F. Scott Fitzgerald,Henry James,Herman Melville,Isak Dinesen,J. D. Salinger,James Joyce,Marcel Proust,Mark Twain,Oscar Wilde,Pío Baroja,Ray Bradbury,Ring Lardner,Saul Bellow,Sherwood Anderson,Stephen Crane,W. B. Yeats	Afectados por enfermedades del espectro bipolar,Antifranquistas de Estados Unidos,Católicos de Estados Unidos,Condecorados con la Estrella de Bronce,Conversos al catolicismo desde el protestantismo,Corresponsales de guerra de Estados Unidos,Cuentistas de Estados Unidos,Ensayistas de Estados Unidos,Ernest Hemingway,Escritores de Estados Unidos,Escritores de Estados Unidos del siglo XX,Escritores en inglés del siglo XX,Escritores que cometieron suicidio,Estadounidenses laureados con el Premio Nobel de Literatura,Fallecidos en 1961,Fallecidos en Idaho,Ganadores del Premio Pulitzer,Hijos adoptivos de Ronda,Hombres,Laureados con el Premio Nobel 1954,Laureados con el Premio Nobel de Literatura por idioma inglés,Miembros de la Resistencia francesa,Miembros de la generación perdida,Militares estadounidenses de la Primera Guerra Mundial,Nacidos en 1899,Novelistas de Estados Unidos,Novelistas del siglo XX,Orden Carlos Manuel de Céspedes,Periodistas en la guerra civil espanola,Personas de Illinois,Sanfermines,Socialistas de Estados Unidos,Suicidas de Estados Unidos,Suicidas por arma de fuego,Suicidios en 1961,Suicidios masculinos,Viajeros del siglo XX por Espana
Los conejos blancos	6.81	Leonora	Carrington	Carrington, Leonora	Mexico	Surrealism	1917.0	2011.0	André Breton,Benjamin Péret,Oscar Wilde,Renato Leduc	Autobiógrafos de México,Emigrantes ingleses hacia México,Escritoras de Inglaterra,Escritoras de México del siglo XX,Escritores en espanol del siglo XX,Escritores en francés del siglo XX,Escritores en inglés del siglo XX,Fallecidos en 2011,Fallecidos en Ciudad de México,Inglesas del siglo XX,Leonora Carrington,Mujeres,Nacidos en 1917,Nacionalizadas de México,Novelistas de México,Personas con doble nacionalidad,Pintoras de México del siglo XX,Pintores del Surrealismo,Premio Nacional de Ciencias y Artes (México)
¿Y si las hormigas?	0.06	Ramón	Gómez de la Serna	Gómez de la Serna, Ramón	Unknown	Romanticism	1888.0	1963.0	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núnez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	Alumnado de las Escuelas Pías,Biógrafos de Espana del siglo XX,Ensayistas de Argentina,Ensayistas de Espana del siglo XX,Escritores costumbristas de Espana,Escritores de Argentina del siglo XX,Escritores de Espana del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en espanol del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de Espana del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrilenos,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de Espana del siglo XX,Periodistas de Espana del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo
El lobo flautista y el cabrito	0.52	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
En un bohío	6.8	Juan	Bosch	Bosch, Juan	Dominican Republic	Unknown	1909.0	2001.0	Gabriel García Márquez,José Martí	Autodidactas,Cuentistas de República Dominicana,Educadores de República Dominicana,Ensayistas de República Dominicana,Escritores en espanol del siglo XX,Exiliados dominicanos en Cuba,Fallecidos en 2001,Gobernantes que fueron derrocados por un golpe de Estado,Grandes oficiales de la Legión de Honor,Hispanistas por país,Historiadores de República Dominicana,Hombres,Nacidos en 1909,Nacidos en la provincia La Vega,Novelistas de República Dominicana,Orden José Martí,Orden al Mérito de Duarte, Sánchez y Mella,Políticos de República Dominicana,Políticos del Partido de la Liberación Dominicana,Presidentes de República Dominicana,Profesores de República Dominicana
La zorra a la que se le llenó el vientre	0.585	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
Un relato muy corto	2.995	Ernest	Hemingway	Hemingway, Ernest	United States	Romanticism	1899.0	1961.0	Carl Sandburg,Ezra Pound,F. Scott Fitzgerald,Henry James,Herman Melville,Isak Dinesen,J. D. Salinger,James Joyce,Marcel Proust,Mark Twain,Oscar Wilde,Pío Baroja,Ray Bradbury,Ring Lardner,Saul Bellow,Sherwood Anderson,Stephen Crane,W. B. Yeats	Afectados por enfermedades del espectro bipolar,Antifranquistas de Estados Unidos,Católicos de Estados Unidos,Condecorados con la Estrella de Bronce,Conversos al catolicismo desde el protestantismo,Corresponsales de guerra de Estados Unidos,Cuentistas de Estados Unidos,Ensayistas de Estados Unidos,Ernest Hemingway,Escritores de Estados Unidos,Escritores de Estados Unidos del siglo XX,Escritores en inglés del siglo XX,Escritores que cometieron suicidio,Estadounidenses laureados con el Premio Nobel de Literatura,Fallecidos en 1961,Fallecidos en Idaho,Ganadores del Premio Pulitzer,Hijos adoptivos de Ronda,Hombres,Laureados con el Premio Nobel 1954,Laureados con el Premio Nobel de Literatura por idioma inglés,Miembros de la Resistencia francesa,Miembros de la generación perdida,Militares estadounidenses de la Primera Guerra Mundial,Nacidos en 1899,Novelistas de Estados Unidos,Novelistas del siglo XX,Orden Carlos Manuel de Céspedes,Periodistas en la guerra civil espanola,Personas de Illinois,Sanfermines,Socialistas de Estados Unidos,Suicidas de Estados Unidos,Suicidas por arma de fuego,Suicidios en 1961,Suicidios masculinos,Viajeros del siglo XX por Espana
El salteador de caminos y el viajero	0.73	Ambrose	Bierce	Bierce, Ambrose	United States	Romanticism	1842.0	1914.0	Carlos Fuentes,Edgar Allan Poe,Herman Melville,Jack London,Jorge Luis Borges,José María Valverde,Lord Byron,Mark Twain,Nathaniel Hawthorne	Aforistas,Agnósticos de Estados Unidos,Ambrose Bierce,Ateos de Estados Unidos,Cuentistas de Estados Unidos,Editorialistas de Estados Unidos,Escritores de Estados Unidos,Escritores de terror de Estados Unidos,Escritores en inglés,Fabulistas,Fallecidos en 1914,Hombres,Nacidos en 1842,Oficiales del Ejército de la Unión,Periodistas de Estados Unidos,Satíricos de Estados Unidos
